Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Yunis Abdelhamid,ma MAR,DF,Reims,31,1987,28,28,2520,28.0,3,0,3,0,0,0,0,0.11,0.00,0.11,0.11,0.11,1.3,1.3,0.1,1.5,0.05,0.00,0.05,0.05,0.05,19,5,26.3,0.68,0.18,0.16,0.60,14.2,0,0.07,+1.7,+1.7,1328,1515,87.7,29512,9038,331,355,93.2,715,777,92.0,273,360,75.8,-0.1,2,45,3,0,80,1437,78,1,184,49,1,0,0,0,0,1142,141,232,1008,411,66,3,3,3,21,25,12,16,0.57,11,0,0,1,0,1,0.04,1,0,0,0,0,0,61,37,43,16,2,14,50.0,14,111,37.1,189,97,13,0,24,85,166,1,1856,256,27,26,80.8,21,0,1201,0,12,8,1266,1236,97.6,26,90,100.0,90,28,0,,0,1.46,26,21,+5,+0.18,,28.4,26.3,+2.1,+0.07,,0,21,0,1,0,226,86,42,67.2,Ligue-1,13,2019-2020
Mehdi Abeid,dz ALG,MF,Nantes,26,1992,25,20,1817,20.2,1,2,1,0,0,5,0,0.05,0.10,0.15,0.05,0.15,1.6,1.6,1.4,3.0,0.08,0.07,0.15,0.08,0.15,33,7,21.2,1.63,0.35,0.03,0.14,25.0,3,0.05,-0.6,-0.6,801,957,83.7,14640,3851,365,395,92.4,337,369,91.3,93,172,54.1,+0.6,26,85,6,4,59,864,93,1,157,50,18,47,16,16,7,684,113,160,104,788,42,4,8,3,23,11,12,46,2.28,27,14,1,1,1,4,0.20,2,1,0,1,0,0,60,41,24,34,2,24,38.7,38,114,27.3,121,233,63,0,15,77,22,0,1176,22,20,22,54.5,12,0,782,2,14,26,854,759,88.9,42,73,72.1,85,15,5,22,1,1.44,20,25,-5,-0.25,-0.50,19.4,26.8,-7.4,-0.37,-0.57,0,55,0,1,0,194,14,19,42.4,Ligue-1,13,2019-2020
Charles Abi,fr FRA,FW,Saint-Étienne,19,2000,15,6,623,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.3,0.03,0.16,0.19,0.03,0.19,5,0,0.0,0.72,0.00,0.00,,14.9,0,0.04,-0.2,-0.2,74,132,56.1,1085,199,38,66,57.6,23,37,62.2,4,8,50.0,-1.1,5,5,2,0,8,120,12,1,53,1,4,0,0,0,0,69,38,25,78,16,11,0,5,1,3,3,9,12,1.73,8,0,0,4,0,1,0.14,0,0,0,0,1,0,10,8,3,5,2,3,27.3,8,53,29.3,5,86,90,0,1,14,5,0,208,7,23,21,76.2,16,0,136,4,25,12,309,142,46.0,55,42,24.7,73,2,9,20,1,0.93,7,14,-7,-1.01,-0.58,7.7,9.2,-1.6,-0.23,+0.01,0,16,1,0,0,25,27,39,40.9,Ligue-1,13,2019-2020
Amine Adli,fr FRA,"MF,FW",Toulouse,19,2000,4,0,46,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.11,0.11,0.00,0.11,0,0,,0.00,0.00,,,,0,,0.0,0.0,21,27,77.8,336,127,12,12,100.0,7,9,77.8,2,6,33.3,-0.1,2,4,1,0,4,22,5,0,4,3,1,3,2,0,0,14,8,5,22,2,1,1,0,0,1,0,0,3,5.87,2,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,4,23.5,6,10,1,0,0,1,0,0,33,0,1,4,75.0,3,0,25,0,3,1,26,23,88.5,2,12,1.8,,0,4,11,3,0.00,0,0,0,0.00,+1.31,0.3,0.8,-0.5,-0.92,-0.42,0,2,0,0,0,4,1,1,50.0,Ligue-1,13,2019-2020
Yacine Adli,fr FRA,"MF,FW",Bordeaux,19,2000,21,11,1020,11.3,3,3,3,0,0,3,0,0.26,0.26,0.53,0.26,0.53,0.9,0.9,2.0,2.9,0.08,0.18,0.26,0.08,0.26,18,6,33.3,1.59,0.53,0.17,0.50,23.1,1,0.05,+2.1,+2.1,460,581,79.2,8420,1964,216,250,86.4,178,215,82.8,59,99,59.6,+1.0,18,50,8,0,55,540,41,1,144,22,11,19,8,7,3,441,76,64,62,498,8,3,1,3,9,22,7,38,3.35,25,5,4,1,1,7,0.62,3,1,2,1,0,0,27,18,6,15,6,10,32.3,21,86,26.2,72,166,90,0,11,36,4,0,735,13,13,42,57.1,28,3,554,3,27,32,612,549,89.7,58,49,40.5,76,3,10,19,1,1.33,17,11,+6,+0.53,+0.53,11.1,11.5,-0.4,-0.04,+0.14,0,13,0,0,0,85,9,14,39.1,Ligue-1,13,2019-2020
Nayef Aguerd,ma MAR,DF,Dijon,23,1996,11,11,957,10.6,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.7,0.7,0.0,0.7,0.06,0.00,0.06,0.06,0.06,5,1,20.0,0.47,0.09,0.20,1.00,18.6,1,0.13,+0.3,+0.3,487,572,85.1,11844,4421,128,132,97.0,235,249,94.4,123,183,67.2,0.0,0,21,0,0,21,556,16,0,61,32,0,0,0,0,0,407,37,128,481,59,18,4,1,2,12,4,7,3,0.28,3,0,0,0,0,1,0.09,1,0,0,0,0,0,14,11,9,4,1,6,46.2,7,28,26.4,74,30,2,0,8,24,88,2,717,94,7,2,50.0,1,0,453,0,3,5,477,469,98.3,3,87,38.0,87,10,0,,3,1.27,9,13,-4,-0.38,-0.03,11.5,16.4,-4.9,-0.46,+0.08,0,13,0,0,0,94,41,13,75.9,Ligue-1,13,2019-2020
Ruben Aguilar,fr FRA,DF,Monaco,26,1993,19,11,1072,11.9,0,2,0,0,0,2,2,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.5,1.6,0.01,0.12,0.13,0.01,0.13,7,3,42.9,0.59,0.25,0.00,0.00,22.7,0,0.02,-0.1,-0.1,666,791,84.2,11012,4091,356,378,94.2,244,284,85.9,54,100,54.0,+0.5,14,39,25,15,51,675,116,0,102,18,52,0,0,0,0,502,154,135,14,642,15,107,5,0,8,6,19,24,2.01,22,0,0,1,1,3,0.25,3,0,0,0,0,0,39,28,20,14,5,18,66.7,9,71,35.0,99,75,29,0,9,50,25,1,926,35,22,26,57.7,17,0,624,3,8,15,649,601,92.6,39,56,42.5,83,9,8,20,5,1.32,20,16,+4,+0.34,+0.58,20.8,17.3,+3.5,+0.30,+0.02,0,10,0,0,0,119,16,15,51.6,Ligue-1,13,2019-2020
Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,25,1994,11,8,630,7.0,1,1,1,0,0,3,1,0.14,0.14,0.29,0.14,0.29,0.8,0.8,0.1,0.9,0.12,0.02,0.13,0.12,0.13,10,4,40.0,1.43,0.57,0.10,0.25,16.7,0,0.08,+0.2,+0.2,262,313,83.7,4836,830,103,118,87.3,122,135,90.4,32,50,64.0,+0.9,3,17,0,0,19,306,7,0,53,6,2,0,0,0,0,236,54,23,254,40,11,1,1,2,13,8,6,12,1.71,7,0,1,1,3,1,0.14,0,0,0,0,0,1,21,19,5,14,2,4,36.4,7,57,38.5,24,104,20,0,7,33,13,0,409,15,12,13,76.9,12,0,277,0,13,10,306,269,87.9,23,57,25.0,61,2,3,47,3,1.00,8,10,-2,-0.29,+0.38,9.8,11.0,-1.2,-0.17,+0.09,0,11,0,0,0,72,12,10,54.5,Ligue-1,13,2019-2020
Youssef Aït Bennasser,ma MAR,MF,Bordeaux,23,1996,12,6,536,6.0,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,2,0,0.0,0.34,0.00,0.00,,31.6,0,0.01,0.0,0.0,357,413,86.4,6250,1555,172,188,91.5,149,163,91.4,35,52,67.3,+0.9,4,28,3,0,38,406,7,2,93,5,1,1,1,0,0,330,48,35,63,330,13,1,1,2,6,6,3,8,1.34,8,0,0,0,0,2,0.34,2,0,0,0,0,0,11,7,7,4,0,2,8.0,23,48,29.3,41,108,15,0,10,16,7,0,473,12,1,12,50.0,7,0,340,0,7,6,369,349,94.6,10,45,21.3,79,2,6,10,5,1.17,7,6,+1,+0.17,-0.06,6.4,7.0,-0.6,-0.11,+0.03,0,10,0,0,0,79,8,7,53.3,Ligue-1,13,2019-2020
Rayan Aït Nouri,fr FRA,DF,Angers,18,2001,17,16,1282,14.2,0,2,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.8,1.0,0.01,0.06,0.07,0.01,0.07,4,0,0.0,0.28,0.00,0.00,,17.8,0,0.04,-0.2,-0.2,625,801,78.0,10424,4748,340,371,91.6,231,283,81.6,50,119,42.0,+1.2,12,35,18,12,49,649,152,1,104,21,38,3,0,2,1,446,147,208,554,72,22,142,1,2,19,17,30,21,1.47,16,3,0,1,1,3,0.21,3,0,0,0,0,0,32,18,13,11,8,6,25.0,18,83,37.1,104,83,37,0,31,45,51,0,996,40,16,41,46.3,22,2,617,4,20,20,609,565,92.8,29,75,50.9,79,10,1,19,0,1.53,18,17,+1,+0.07,+0.51,14.6,13.9,+0.7,+0.05,+0.22,0,11,0,0,0,143,19,8,70.4,Ligue-1,13,2019-2020
