Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Augsburg,30,26,46.6,34,374,3060,34.0,50,33,45,5,5,55,1,1.47,0.97,2.44,1.32,2.29,43.3,39.6,28.8,68.3,1.27,0.85,2.12,1.16,2.01,443,158,35.7,13.03,4.65,0.1,0.28,17.9,18,0.09,6.7,5.4,11138,15094,73.8,230933,88336,4171,5100,81.8,4838,5888,82.2,2007,3638,55.2,4.2,311,815,274,90,1140,13433,1661,21,2776,488,396,147,8,25,1,8855,2199,4040,3879,8795,1058,743,239,76,388,262,456,662,19.47,461,72,30,35,18,67,1.97,51,4,0,7,5,0,582,372,284,232,66,178,33.0,361,1372,25.0,1739,2535,1207,5,418,875,796,5,18983,2230,690,411,59.4,269,11,11481,66,410,377,13491,11138,82.6,1474,90,100,85,,94,22,144,0.94,51,71,-20,-0.59,43.3,57.5,-14.1,-0.42,0,465,2,2,2,3460,444,476,48.3,Bundesliga,20,2018-2019
Bayern Munich,24,27,65.5,34,374,3060,34.0,86,62,83,3,4,42,2,2.53,1.82,4.35,2.44,4.26,80.8,77.8,59.9,137.6,2.38,1.76,4.14,2.29,4.05,620,246,39.7,18.24,7.24,0.13,0.34,15.5,28,0.13,5.2,5.2,20506,23861,85.9,409832,120093,7562,8384,90.2,9485,10466,90.6,3252,4450,73.1,2.1,454,1730,474,96,1794,22275,1586,68,3773,810,594,285,25,36,20,17820,2404,3637,6288,15522,839,700,264,81,297,304,453,983,28.91,705,85,69,52,12,136,4.0,98,8,9,15,4,2,474,320,184,210,80,140,31.5,305,1420,31.8,1043,2036,1382,3,351,689,418,6,27361,1714,1373,689,65.7,486,27,20873,220,421,379,22648,20506,90.5,2083,90,100,85,,102,20,133,2.29,88,32,56,1.65,80.8,25.9,55.0,1.62,2,317,4,5,1,3349,347,291,54.4,Bundesliga,20,2018-2019
Dortmund,23,24,58.0,34,374,3060,34.0,80,60,76,4,4,40,3,2.35,1.76,4.12,2.24,4.0,58.4,55.4,42.3,97.8,1.72,1.24,2.96,1.63,2.88,444,178,40.1,13.06,5.24,0.17,0.43,16.1,17,0.13,21.6,20.6,18845,22100,85.3,346448,104095,8226,9193,89.5,7939,8831,89.9,2366,3431,69.0,17.7,327,1341,314,55,1346,20430,1670,27,2819,501,332,167,18,13,4,17215,2278,2607,6957,13215,692,746,264,54,289,328,451,730,21.47,535,63,35,45,13,147,4.32,106,6,10,11,11,3,519,346,245,210,64,167,36.5,291,1452,28.7,1517,2269,1265,1,390,810,675,11,26019,1997,945,755,62.9,526,30,19411,171,466,459,20919,18845,90.1,1593,90,100,85,,100,17,137,2.24,81,44,37,1.09,58.4,39.5,18.9,0.56,0,299,3,5,0,3126,304,288,51.4,Bundesliga,20,2018-2019
Düsseldorf,24,26,43.1,34,374,3060,34.0,48,35,43,5,7,67,1,1.41,1.03,2.44,1.26,2.29,46.7,41.4,34.0,75.4,1.37,1.0,2.37,1.22,2.22,405,155,38.3,11.91,4.56,0.11,0.28,17.7,15,0.1,1.3,1.6,11146,14589,76.4,240306,89614,3907,4652,84.0,4863,5827,83.5,2240,3666,61.1,1.0,309,898,246,79,1137,12923,1666,40,2105,614,374,145,17,18,4,8976,2092,3521,4898,7646,841,640,218,42,288,250,391,649,19.09,458,69,33,37,17,79,2.32,55,4,9,4,4,3,619,391,348,218,53,190,32.0,403,1511,25.6,2199,2822,890,4,389,939,784,11,18315,2165,656,451,59.2,300,14,11594,121,389,310,13090,11146,85.1,1447,90,100,85,,97,19,140,1.29,49,65,-16,-0.47,46.7,60.2,-13.5,-0.4,0,439,3,7,0,2812,385,383,50.1,Bundesliga,20,2018-2019
Eint Frankfurt,30,26,47.3,34,374,3060,34.0,60,42,56,4,4,58,3,1.76,1.24,3.0,1.65,2.88,55.4,52.4,38.4,90.8,1.63,1.13,2.76,1.54,2.67,402,146,36.3,11.82,4.29,0.14,0.38,16.0,11,0.13,4.6,3.6,10628,14853,71.6,222696,93232,3987,4965,80.3,4562,5855,77.9,1923,3551,54.2,3.6,287,950,261,82,1187,13147,1706,28,2462,402,501,179,18,20,6,8505,2300,4048,4285,7977,1084,765,230,76,316,299,450,604,17.76,407,75,43,35,14,94,2.76,67,5,6,10,3,3,589,386,287,236,66,179,34.7,337,1786,30.4,1893,2721,1260,9,483,903,702,5,18741,2016,785,501,57.7,325,13,11432,134,419,413,13466,10631,78.9,1521,90,100,84,,93,21,145,1.59,60,48,12,0.35,55.4,50.5,4.9,0.14,2,427,2,1,1,3706,516,488,51.4,Bundesliga,20,2018-2019
Freiburg,28,25,44.2,34,374,3060,34.0,44,25,39,5,6,54,3,1.29,0.74,2.03,1.15,1.88,42.2,37.6,25.9,63.5,1.24,0.76,2.0,1.11,1.87,414,153,37.0,12.18,4.5,0.09,0.25,18.5,15,0.09,1.8,1.4,11490,14967,76.8,247151,85697,3709,4402,84.3,5386,6313,85.3,2207,3757,58.7,-0.9,291,800,218,75,931,13272,1695,16,2483,537,334,150,34,3,4,9422,1973,3572,4866,8034,843,678,235,41,315,244,363,622,18.29,449,54,34,40,10,67,1.97,41,5,2,10,9,0,527,319,302,172,53,173,31.6,374,1209,23.1,1791,2323,1111,2,357,808,816,8,18763,2342,626,478,57.1,305,18,12273,102,411,371,13577,11490,84.6,1206,90,100,85,,101,20,137,1.06,46,61,-15,-0.44,42.2,55.4,-13.3,-0.39,3,420,4,7,0,3062,395,470,45.7,Bundesliga,20,2018-2019
Hannover 96,32,26,46.3,34,374,3060,34.0,30,20,27,3,3,61,4,0.88,0.59,1.47,0.79,1.38,33.7,31.4,23.6,55.0,0.99,0.69,1.69,0.92,1.62,380,113,29.7,11.18,3.32,0.07,0.24,17.7,11,0.08,-3.7,-4.4,11428,15090,75.7,236845,89112,4148,4935,84.1,5092,6109,83.4,2025,3528,57.4,-3.6,269,826,228,59,1033,13327,1763,24,2440,417,305,143,11,27,7,9194,2235,3661,4067,8720,966,740,248,49,306,250,436,568,16.71,400,59,36,35,16,45,1.32,36,2,1,1,4,1,578,368,333,196,49,200,30.4,457,1415,26.4,2081,2334,940,2,457,875,888,10,19383,2375,597,538,58.7,345,14,12097,84,523,449,13894,11428,82.3,1262,90,100,84,,97,22,141,0.62,31,71,-40,-1.18,33.7,66.1,-32.4,-0.95,3,436,2,5,1,3292,449,480,48.3,Bundesliga,20,2018-2019
Hertha BSC,26,25,48.1,34,374,3060,34.0,49,32,45,4,4,64,5,1.44,0.94,2.38,1.32,2.26,47.9,44.9,34.3,79.3,1.41,1.01,2.42,1.32,2.33,394,144,36.5,11.59,4.24,0.11,0.31,15.8,14,0.12,1.1,0.1,12472,16161,77.2,255193,96580,4794,5664,84.6,5433,6450,84.2,2084,3603,57.8,-2.3,299,916,235,74,1107,14467,1694,27,2928,444,426,145,15,19,7,10093,2058,4010,4093,9733,963,713,220,65,325,281,359,622,18.29,431,64,46,32,11,78,2.29,51,4,8,8,6,1,551,345,279,224,48,155,31.3,341,1406,25.6,1797,2556,1135,4,459,846,787,5,20031,2213,699,521,65.8,365,12,12880,125,436,392,14827,12472,84.1,1370,90,100,85,,92,20,145,1.26,49,57,-8,-0.24,47.9,59.4,-11.5,-0.34,3,455,3,5,2,3202,497,452,52.4,Bundesliga,20,2018-2019
Hoffenheim,29,25,53.6,34,374,3060,34.0,69,49,63,6,7,67,2,2.03,1.44,3.47,1.85,3.29,73.1,68.0,49.5,117.5,2.15,1.46,3.61,2.0,3.46,596,214,35.9,17.53,6.29,0.11,0.29,16.2,15,0.12,-4.1,-5.0,14499,17950,80.8,285552,102912,5640,6435,87.6,6442,7457,86.4,2232,3527,63.3,-0.5,450,1200,371,102,1424,16345,1605,39,2524,464,480,181,20,28,12,12229,2538,3183,4556,11347,788,687,318,58,307,277,446,940,27.65,672,79,69,47,19,111,3.26,75,6,7,11,10,2,567,348,255,238,74,190,35.3,349,1406,28.3,1580,2323,1068,2,410,873,694,6,22007,2118,1065,636,61.3,423,20,15017,164,462,383,16799,14499,86.3,1688,90,100,84,,100,23,138,1.5,70,52,18,0.53,73.1,51.9,21.2,0.62,2,477,5,7,1,3320,342,367,48.2,Bundesliga,20,2018-2019
Leverkusen,21,25,59.9,34,374,3060,34.0,68,51,64,4,5,50,1,2.0,1.5,3.5,1.88,3.38,62.1,58.4,42.6,100.9,1.83,1.25,3.08,1.72,2.97,512,188,36.7,15.06,5.53,0.13,0.34,16.7,25,0.12,5.9,5.6,18327,22030,83.2,347484,111744,7623,8639,88.2,7899,8929,88.5,2508,3739,67.1,8.4,370,1261,367,93,1536,20388,1642,62,3388,587,452,188,24,28,6,16124,2523,3383,6404,13519,835,720,260,58,311,340,483,787,23.15,609,52,39,31,14,116,3.41,92,6,2,9,6,1,564,371,305,202,57,181,33.2,365,1580,31.5,1579,2327,1115,2,450,857,705,4,26110,2147,977,604,62.3,401,16,18453,160,495,405,20774,18327,88.2,1846,90,100,85,,93,22,144,1.71,69,52,17,0.5,62.1,43.6,18.5,0.54,0,377,3,6,3,3494,404,375,51.9,Bundesliga,20,2018-2019
