Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
nl Ajax,20,26,61.4,5,55,450,5.0,15,13,15,0,0,7,0,3.0,2.6,5.6,3.0,5.6,14.0,14.0,10.4,24.4,2.81,2.07,4.88,2.81,4.88,89,33,37.1,17.8,6.6,0.17,0.45,14.9,2,0.16,1.0,1.0,2690,3122,86.2,50696,16426,1071,1202,89.1,1230,1345,91.4,332,450,73.8,2.6,70,218,94,19,278,2885,237,8,451,62,92,19,2,3,1,2399,349,374,1377,1467,87,115,24,12,28,91,61,144,28.8,122,8,3,5,2,24,4.8,21,0,1,2,0,0,87,52,33,39,15,36,42.9,48,201,30.3,161,316,187,0,56,159,67,1,3689,273,215,88,52.3,52,3,2669,35,55,57,3007,2690,89.5,278,90,100,84,38,17,19,37,3.0,16,3,13,2.6,14.0,5.4,8.7,1.73,0,66,0,2,0,394,69,62,52.7,Champions-League,8,2021-2022
it Atalanta,20,28,49.6,5,55,450,5.0,10,9,10,0,0,8,0,2.0,1.8,3.8,2.0,3.8,6.6,6.6,5.9,12.5,1.32,1.17,2.49,1.32,2.49,64,26,40.6,12.8,5.2,0.16,0.38,17.1,2,0.1,3.4,3.4,2043,2495,81.9,40641,13363,792,907,87.3,891,1015,87.8,323,481,67.2,3.1,51,149,48,6,184,2247,248,3,273,80,47,24,7,15,2,1739,305,451,783,1432,99,104,30,3,47,82,60,96,19.2,73,7,7,4,0,17,3.4,12,1,2,1,1,0,88,51,45,24,19,41,45.6,49,239,33.1,241,290,190,0,61,172,90,2,3144,279,127,86,48.8,47,5,1924,22,88,72,2373,2043,86.1,184,90,100,80,33,22,24,32,1.2,10,10,0,0.0,6.6,7.5,-0.9,-0.18,0,60,0,0,0,390,74,65,53.2,Champions-League,8,2021-2022
es Atlético Madrid,21,28,44.4,5,55,450,5.0,4,3,3,1,1,10,2,0.8,0.6,1.4,0.6,1.2,5.1,4.3,3.3,7.7,1.02,0.66,1.68,0.87,1.53,46,13,28.3,9.2,2.6,0.07,0.23,19.5,3,0.1,-1.1,-1.3,1703,2152,79.1,33080,11678,751,841,89.3,658,778,84.6,257,448,57.4,-0.3,35,140,32,4,158,1905,247,5,235,77,54,16,3,6,2,1384,300,468,549,1303,111,96,40,10,43,67,36,79,15.8,62,4,4,4,3,5,1.0,3,0,1,1,0,0,87,61,58,23,6,34,39.1,53,208,29.2,294,300,119,0,50,140,82,5,2689,296,110,59,49.2,32,4,1680,21,61,75,2030,1703,83.9,158,90,100,76,28,25,27,21,0.8,4,7,-3,-0.6,5.1,6.3,-1.2,-0.24,0,61,0,1,0,389,68,65,51.1,Champions-League,8,2021-2022
es Barcelona,22,26,60.2,5,55,450,5.0,2,1,2,0,0,11,1,0.4,0.2,0.6,0.4,0.6,5.7,5.7,5.1,10.8,1.13,1.02,2.15,1.13,2.15,53,9,17.0,10.6,1.8,0.04,0.22,15.9,0,0.11,-3.7,-3.7,2780,3231,86.0,52379,15290,1123,1242,90.4,1235,1348,91.6,362,503,72.0,-4.1,48,212,53,15,205,2988,243,8,359,84,81,31,8,10,0,2483,337,411,848,2110,83,101,34,14,33,72,67,91,18.2,69,12,1,5,1,2,0.4,2,0,0,0,0,0,85,52,38,35,12,38,44.2,48,228,29.1,226,371,186,0,63,132,51,0,3733,302,140,107,61.7,72,1,2606,22,55,67,3118,2780,89.2,205,90,100,81,34,20,23,37,1.4,2,6,-4,-0.8,5.7,6.4,-0.7,-0.14,1,70,0,1,0,379,81,49,62.3,Champions-League,8,2021-2022
de Bayern Munich,23,27,61.4,5,55,450,5.0,18,14,17,1,2,8,0,3.6,2.8,6.4,3.4,6.2,12.0,10.6,8.8,19.4,2.4,1.76,4.16,2.12,3.89,93,36,38.7,18.6,7.2,0.18,0.47,17.3,4,0.12,6.0,6.4,2901,3293,88.1,54939,16936,1259,1373,91.7,1231,1360,90.5,383,490,78.2,5.2,75,247,85,18,257,3107,186,7,327,89,76,27,10,10,3,2598,329,366,937,2163,52,74,36,14,31,88,48,164,32.8,131,10,7,5,3,32,6.4,24,0,2,5,1,0,88,58,39,29,20,21,30.9,47,203,28.2,202,330,189,0,50,148,56,1,3792,288,199,74,64.9,49,4,2602,34,52,46,3197,2901,90.7,257,90,100,83,31,24,16,25,3.0,19,3,16,3.2,12.0,2.9,9.0,1.81,0,65,0,0,0,362,54,47,53.5,Champions-League,8,2021-2022
pt Benfica,23,28,42.6,5,55,450,5.0,5,3,4,1,1,14,0,1.0,0.6,1.6,0.8,1.4,6.2,5.4,4.3,9.7,1.23,0.85,2.09,1.09,1.94,45,17,37.8,9.0,3.4,0.09,0.24,16.0,0,0.13,-1.2,-1.4,1725,2135,80.8,34429,11661,673,779,86.4,725,823,88.1,279,426,65.5,-1.3,35,122,23,8,123,1884,251,7,377,62,40,15,3,6,0,1503,254,378,527,1365,70,92,30,8,34,51,62,72,14.4,49,7,4,1,5,8,1.6,5,0,1,2,0,0,77,44,42,31,4,32,36.8,55,169,26.4,220,291,128,1,43,148,90,0,2723,350,89,108,53.7,69,8,1735,21,61,76,1932,1725,89.3,123,90,100,81,30,25,20,35,1.0,5,9,-4,-0.8,6.2,9.8,-3.6,-0.72,0,56,0,1,1,358,68,77,46.9,Champions-League,8,2021-2022
tr Beşiktaş,26,28,47.2,5,55,450,5.0,3,2,2,1,1,13,1,0.6,0.4,1.0,0.4,0.8,5.4,4.7,4.2,8.9,1.08,0.83,1.91,0.94,1.77,48,11,22.9,9.6,2.2,0.04,0.18,15.8,1,0.1,-2.4,-2.7,1881,2376,79.2,35372,12853,865,988,87.6,709,855,82.9,269,430,62.6,-2.2,35,121,29,13,130,2155,221,7,353,60,53,20,14,4,1,1622,301,453,750,1409,70,75,37,18,40,70,65,70,14.0,47,11,4,3,0,3,0.6,0,2,0,0,1,0,102,64,53,35,14,41,38.3,66,290,34.5,366,350,125,0,56,179,77,1,2987,350,90,90,56.7,57,3,1974,21,73,77,2245,1881,83.8,130,90,100,83,37,18,21,26,0.0,3,14,-11,-2.2,5.4,14.9,-9.5,-1.9,1,56,0,2,0,462,45,60,42.9,Champions-League,8,2021-2022
eng Chelsea,22,27,67.8,5,55,450,5.0,10,6,8,2,2,6,0,2.0,1.2,3.2,1.6,2.8,10.1,8.6,7.3,15.8,2.02,1.45,3.47,1.71,3.17,87,27,31.0,17.4,5.4,0.09,0.3,16.6,3,0.1,-0.1,-0.6,3201,3637,88.0,56032,15873,1457,1564,93.2,1361,1485,91.6,316,464,68.1,-1.3,71,289,82,12,260,3406,231,4,513,58,70,43,17,19,0,2908,357,372,876,2486,80,110,30,5,44,91,58,135,27.0,100,15,5,7,3,12,2.4,9,0,1,0,2,0,85,47,22,34,29,27,55.1,22,222,34.1,114,274,263,1,59,162,48,0,4193,186,195,86,68.6,60,7,3023,27,61,79,3477,3201,92.1,260,90,100,80,34,21,26,35,2.4,10,1,9,1.8,10.1,2.6,7.5,1.51,0,62,2,0,0,399,83,67,55.3,Champions-League,8,2021-2022
be Club Brugge,20,26,38.2,5,55,450,5.0,4,4,4,0,0,10,0,0.8,0.8,1.6,0.8,1.6,5.3,5.3,3.9,9.2,1.06,0.79,1.85,1.06,1.85,46,20,43.5,9.2,4.0,0.09,0.2,15.9,2,0.12,-1.3,-1.3,1465,2009,72.9,28120,11956,681,813,83.8,495,651,76.0,239,426,56.1,0.1,33,94,34,8,141,1756,253,5,316,52,39,31,16,4,0,1173,350,486,631,1069,105,100,27,16,45,86,68,68,13.6,52,3,4,3,2,7,1.4,5,0,1,1,0,0,101,63,52,36,13,38,43.7,49,236,27.5,296,408,155,0,76,191,64,1,2615,377,103,87,58.6,56,7,1384,19,82,63,1873,1465,78.2,141,90,100,83,35,20,19,25,0.8,5,16,-11,-2.2,5.3,13.9,-8.6,-1.72,0,53,0,2,0,437,75,52,59.1,Champions-League,8,2021-2022
de Dortmund,23,26,48.2,5,55,450,5.0,5,4,4,1,1,8,2,1.0,0.8,1.8,0.8,1.6,7.2,6.4,5.1,11.5,1.44,1.02,2.46,1.29,2.31,55,21,38.2,11.0,4.2,0.07,0.19,17.5,2,0.12,-2.2,-2.4,2152,2625,82.0,41011,13776,879,1011,86.9,929,1061,87.6,295,444,66.4,-1.1,41,153,30,6,166,2395,230,6,252,56,60,25,12,10,1,1930,278,417,636,1729,82,100,27,16,32,92,75,90,18.0,63,6,12,4,2,9,1.8,6,0,1,1,1,0,107,67,46,46,15,30,33.7,59,272,29.7,279,441,197,0,82,194,67,2,3225,339,130,109,61.5,70,6,2084,24,70,50,2473,2152,87.0,166,90,100,78,32,22,26,25,1.2,5,11,-6,-1.2,7.2,7.3,-0.1,-0.02,0,52,1,1,1,397,68,48,58.6,Champions-League,8,2021-2022
