Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
nl Ajax,20,26,39.2,6,66,540,6.0,5,3,3,2,2,10,1,0.83,0.5,1.33,0.5,1.0,6.4,5.0,4.7,9.7,1.07,0.79,1.86,0.83,1.61,57,16,28.1,9.5,2.67,0.05,0.19,16.8,1,0.09,-1.4,-2.0,1928,2445,78.9,37824,14215,801,916,87.4,783,922,84.9,299,492,60.8,-1.7,47,99,26,7,130,2143,302,8,269,64,49,21,11,7,0,1615,312,518,764,1400,88,110,32,11,47,74,69,89,14.83,67,10,6,4,0,8,1.33,7,0,0,0,1,0,113,67,67,38,8,41,41.8,57,283,26.7,467,432,160,0,73,218,101,2,3173,511,96,104,49.0,58,4,1857,21,83,65,2289,1928,84.2,130,90,100,78,38,27,27,30,3.0,5,20,-15,-2.5,6.4,16.5,-10.1,-1.68,0,57,1,1,1,432,65,80,44.8,Champions-League,8,2021-2022
it Atalanta,21,27,48.0,6,66,540,6.0,13,11,13,0,0,15,1,2.17,1.83,4.0,2.17,4.0,9.1,9.1,6.7,15.8,1.52,1.12,2.64,1.52,2.64,77,34,44.2,12.83,5.67,0.17,0.38,16.9,3,0.12,3.9,3.9,2245,2874,78.1,43941,14776,892,1027,86.9,988,1147,86.1,324,597,54.3,4.3,57,167,49,13,188,2575,299,7,371,81,52,28,12,10,2,1921,392,561,787,1790,93,120,29,13,41,97,74,117,19.5,83,14,5,6,3,19,3.17,16,2,1,0,0,0,145,84,92,40,13,55,50.5,54,267,32.3,359,306,161,0,72,266,101,2,3629,461,125,104,48.1,58,4,2179,20,69,61,2700,2245,83.1,188,90,100,83,39,27,17,43,1.0,13,12,1,0.17,9.1,8.7,0.3,0.06,1,76,0,0,0,535,76,103,42.5,Champions-League,8,2021-2022
es Atlético Madrid,21,27,57.7,6,66,540,6.0,8,4,6,2,2,23,4,1.33,0.67,2.0,1.0,1.67,7.9,6.4,3.8,10.2,1.32,0.64,1.95,1.07,1.71,68,23,33.8,11.33,3.83,0.09,0.26,17.7,0,0.09,0.1,-0.4,2769,3300,83.9,54112,16544,1162,1266,91.8,1138,1268,89.7,425,657,64.7,0.2,44,235,47,12,203,3020,280,1,357,113,60,24,7,11,2,2389,392,519,856,2108,124,120,32,7,57,73,55,97,16.17,68,10,6,9,3,12,2.0,7,0,2,1,2,0,115,83,41,56,18,29,41.4,41,216,33.4,207,297,142,2,47,203,98,2,3973,369,135,114,50.9,66,6,2687,17,98,61,3107,2769,89.1,203,90,100,79,35,30,22,36,1.17,8,7,1,0.17,7.9,7.5,0.4,0.06,1,76,2,1,0,462,82,90,47.7,Champions-League,8,2021-2022
es Barcelona,23,27,41.8,6,66,540,6.0,9,7,8,1,1,13,0,1.5,1.17,2.67,1.33,2.5,8.4,7.7,5.5,13.2,1.4,0.92,2.32,1.28,2.2,59,24,40.7,9.83,4.0,0.14,0.33,17.0,3,0.14,0.6,0.3,2255,2757,81.8,44010,14723,924,1055,87.6,941,1071,87.9,340,518,65.6,1.5,41,140,41,7,160,2501,256,3,447,76,48,11,3,4,0,1993,320,444,710,1799,70,95,36,17,35,55,70,94,15.67,66,6,7,4,3,15,2.5,8,0,3,4,0,0,120,65,62,50,8,41,32.0,87,296,27.6,381,499,191,3,80,213,94,1,3441,490,128,115,52.2,68,5,2179,27,71,55,2571,2255,87.7,160,90,100,82,36,30,18,38,1.17,9,2,7,1.17,8.4,6.1,2.3,0.39,0,68,0,0,0,437,60,90,40.0,Champions-League,8,2021-2022
de Bayern Munich,23,26,40.2,6,66,540,6.0,3,3,3,0,0,8,0,0.5,0.5,1.0,0.5,1.0,3.4,3.4,3.2,6.5,0.56,0.53,1.09,0.56,1.09,42,14,33.3,7.0,2.33,0.07,0.21,17.3,1,0.08,-0.4,-0.4,2151,2658,80.9,41648,14552,923,1039,88.8,859,1004,85.6,322,510,63.1,-0.2,38,116,41,10,144,2366,292,6,334,70,56,21,4,4,2,1888,316,454,736,1661,78,97,46,13,38,77,62,75,12.5,54,7,5,5,2,6,1.0,5,0,1,0,0,0,88,52,47,33,8,33,32.4,69,203,23.3,341,379,152,0,54,191,83,0,3278,518,95,89,62.9,62,7,2040,17,70,80,2476,2151,86.9,144,90,100,79,39,27,27,45,3.0,3,22,-19,-3.17,3.4,14.0,-10.6,-1.77,0,53,0,2,1,396,56,65,46.3,Champions-League,8,2021-2022
pt Benfica,23,26,58.5,6,66,540,6.0,8,7,8,0,1,16,1,1.33,1.17,2.5,1.33,2.5,11.1,10.5,9.2,19.7,1.85,1.54,3.38,1.74,3.28,85,28,32.9,14.17,4.67,0.09,0.29,17.0,3,0.13,-3.1,-2.5,3029,3570,84.8,56712,17310,1291,1433,90.1,1302,1452,89.7,383,573,66.8,-2.2,68,197,69,18,214,3293,277,18,348,81,87,35,12,8,3,2648,426,496,959,2277,102,119,47,32,39,93,53,147,24.5,114,11,6,7,3,16,2.67,13,0,1,1,1,0,128,79,61,49,18,45,36.9,77,300,30.7,355,430,192,0,69,198,55,2,4180,382,178,106,57.5,68,3,2784,33,64,53,3466,3029,87.4,214,90,100,83,40,25,17,41,1.33,9,7,2,0.33,11.1,7.2,3.9,0.64,1,77,0,1,0,447,88,83,51.5,Champions-League,8,2021-2022
tr Beşiktaş,26,26,55.7,6,66,540,6.0,19,15,16,3,3,6,0,3.17,2.5,5.67,2.67,5.17,18.3,16.1,13.6,29.7,3.06,2.26,5.32,2.68,4.94,116,39,33.6,19.33,6.5,0.14,0.41,15.3,3,0.14,0.7,-0.1,2856,3406,83.9,54379,17742,1124,1282,87.7,1302,1452,89.7,377,543,69.4,1.4,93,224,84,25,292,3140,266,9,450,68,91,31,5,15,3,2542,401,463,1346,1741,108,114,33,5,34,94,71,197,32.83,148,17,13,6,5,32,5.33,21,2,4,3,2,0,128,79,47,56,25,38,36.5,66,350,34.4,249,518,250,0,78,213,80,0,4119,322,250,121,60.3,77,4,2763,43,63,79,3250,2856,87.9,292,90,100,81,39,27,22,31,0.0,19,3,16,2.67,18.3,5.4,12.9,2.15,0,75,2,1,0,515,79,57,58.1,Champions-League,8,2021-2022
eng Chelsea,24,28,34.5,6,66,540,6.0,4,3,4,0,0,7,0,0.67,0.5,1.17,0.67,1.17,4.7,4.7,4.3,8.9,0.78,0.71,1.49,0.78,1.49,44,11,25.0,7.33,1.83,0.09,0.36,18.1,1,0.11,-0.7,-0.7,1740,2266,76.8,33731,11819,758,876,86.5,686,816,84.1,270,479,56.4,-1.3,34,87,26,5,107,1973,293,4,398,75,27,21,4,11,0,1421,356,489,631,1329,90,121,35,9,47,82,74,69,11.5,55,7,2,1,2,5,0.83,4,0,1,0,0,0,121,85,79,31,11,31,33.3,62,278,25.9,494,403,177,0,69,223,139,1,2996,516,71,58,44.8,29,6,1697,11,78,69,2079,1740,83.7,107,90,100,81,37,29,20,27,2.17,4,13,-9,-1.5,4.7,13.0,-8.3,-1.39,0,51,0,2,0,395,75,102,42.4,Champions-League,8,2021-2022
be Club Brugge,21,27,61.5,6,66,540,6.0,20,16,17,3,3,6,0,3.33,2.67,6.0,2.83,5.5,16.9,14.6,12.3,26.9,2.81,2.05,4.87,2.44,4.49,105,44,41.9,17.5,7.33,0.16,0.39,15.7,2,0.14,3.1,2.4,3368,3951,85.2,59119,19543,1603,1755,91.3,1337,1503,89.0,356,536,66.4,3.7,81,238,101,10,288,3685,266,16,565,66,57,29,7,4,1,3029,441,481,1218,2434,97,119,41,14,40,98,90,180,30.0,145,11,8,7,3,36,6.0,30,0,1,2,3,0,116,64,57,36,23,34,34.7,64,319,34.2,300,381,253,0,84,218,96,1,4683,429,242,103,55.3,61,4,3069,51,70,77,3811,3368,88.4,288,90,100,79,38,28,25,27,0.67,20,6,14,2.33,16.9,6.5,10.4,1.73,0,58,3,0,1,548,56,82,40.6,Champions-League,8,2021-2022
de Dortmund,23,27,48.2,6,66,540,6.0,10,7,10,0,1,17,1,1.67,1.17,2.83,1.67,2.83,7.3,6.5,4.9,11.5,1.22,0.82,2.04,1.09,1.91,63,23,36.5,10.5,3.83,0.16,0.43,15.7,2,0.1,2.7,3.5,2620,3167,82.7,50502,16567,1042,1163,89.6,1143,1289,88.7,383,577,66.4,2.1,47,171,62,16,217,2891,276,7,484,73,77,19,3,6,1,2292,383,492,1282,1589,87,116,45,12,41,97,91,98,16.33,80,7,2,6,1,15,2.5,12,1,0,1,1,0,110,67,66,32,12,41,33.6,81,247,29.2,319,370,157,1,86,224,95,3,3901,457,151,105,52.4,66,6,2633,24,75,89,2963,2620,88.4,217,90,100,83,42,23,17,41,1.5,11,10,1,0.17,7.3,10.7,-3.3,-0.56,0,50,1,1,0,493,60,87,40.8,Champions-League,8,2021-2022
