Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Ismael Aaneba,fr FRA,"FW,DF",Strasbourg,21,1999,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,2,100.0,57,15,0,0,,1,1,100.0,1,1,100.0,0.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1,1,0,0,0,0,2,0,4,2,0,0,,0,0,2,0,0,0,3,1,33.3,0,6,0.3,,,2,6,18,2.00,0,0,0,0.00,+0.24,0.0,0.3,-0.3,-2.34,-2.51,0,1,0,0,0,1,0,0,,Ligue-1,13,2020-2021
Yunis Abdelhamid,ma MAR,DF,Reims,32,1987,33,33,2889,32.1,3,0,3,0,0,4,1,0.09,0.00,0.09,0.09,0.09,1.7,1.7,0.3,1.9,0.05,0.01,0.06,0.05,0.06,15,5,33.3,0.47,0.16,0.20,0.60,10.2,0,0.11,+1.3,+1.3,1506,1715,87.8,33695,11616,336,377,89.1,893,951,93.9,267,366,73.0,-0.3,4,81,1,0,91,1656,59,0,168,39,0,0,0,0,0,1365,123,227,1135,475,57,0,3,4,26,24,13,11,0.34,10,0,0,0,0,0,0.00,0,0,0,0,0,0,71,45,51,20,0,15,40.5,22,146,38.5,252,110,17,2,31,127,170,0,2085,279,21,20,60.0,13,1,1339,1,8,15,1407,1365,97.0,7,88,84.5,88,,0,,0,1.18,37,39,-2,-0.06,+0.95,29.9,48.9,-19.0,-0.59,+0.89,0,37,0,0,0,289,93,49,65.5,Ligue-1,13,2020-2021
Mehdi Abeid,dz ALG,MF,Nantes,27,1992,18,15,1320,14.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.8,1.7,0.07,0.05,0.12,0.07,0.12,20,0,0.0,1.36,0.00,0.00,,22.9,1,0.05,-1.0,-1.0,616,725,85.0,12193,2951,247,263,93.9,250,284,88.0,103,154,66.9,-0.8,12,60,7,4,42,676,49,1,83,33,21,14,7,4,3,544,70,111,100,589,19,3,4,5,15,10,7,28,1.91,18,4,2,2,2,1,0.07,1,0,0,0,0,0,37,24,16,18,3,11,44.0,14,85,34.7,75,133,37,0,16,60,14,1,871,26,13,32,71.9,23,0,595,1,6,18,628,565,90.0,14,73,38.6,83,,3,23,1,0.94,14,23,-9,-0.61,-0.66,16.9,23.5,-6.6,-0.45,-0.44,0,38,0,0,0,146,12,19,38.7,Ligue-1,13,2020-2021
Laurent Abergel,fr FRA,MF,Lorient,27,1993,38,32,2963,32.9,3,1,3,0,0,5,0,0.09,0.03,0.12,0.09,0.12,1.3,1.3,1.4,2.7,0.04,0.04,0.08,0.04,0.08,30,10,33.3,0.91,0.30,0.10,0.30,25.9,0,0.04,+1.7,+1.7,1330,1592,83.5,25834,6519,530,603,87.9,575,639,90.0,200,289,69.2,-0.4,21,113,17,4,111,1546,46,2,319,53,18,1,1,0,0,1174,198,220,137,1391,45,7,5,5,28,50,28,56,1.70,40,1,1,4,5,10,0.30,6,1,0,1,1,1,160,108,65,79,16,53,29.6,126,269,28.1,323,539,96,1,45,206,13,0,1973,40,17,31,71.0,22,0,1362,3,41,46,1427,1321,92.6,47,78,86.6,85,,6,40,0,1.11,42,53,-11,-0.33,+1.04,42.2,43.6,-1.5,-0.04,+0.51,0,47,1,0,0,298,8,19,29.6,Ligue-1,13,2020-2021
Charles Abi,fr FRA,"FW,MF",Saint-Étienne,20,2000,24,9,912,10.1,3,2,3,0,0,1,0,0.30,0.20,0.49,0.30,0.49,2.1,2.1,0.3,2.4,0.21,0.03,0.24,0.21,0.24,19,4,21.1,1.87,0.39,0.16,0.75,11.8,0,0.11,+0.9,+0.9,144,214,67.3,1899,334,84,109,77.1,37,52,71.2,6,20,30.0,+1.7,8,9,5,0,11,199,15,1,77,2,4,0,0,0,0,140,33,41,142,26,16,0,3,0,7,1,14,14,1.38,11,1,1,1,0,2,0.20,2,0,0,0,0,0,7,4,6,1,0,5,35.7,9,57,25.4,24,106,94,0,6,14,6,0,345,9,44,27,44.4,14,0,209,4,35,25,492,253,51.4,66,38,26.7,64,,15,22,2,1.33,16,23,-7,-0.69,-0.51,15.3,16.1,-0.7,-0.07,-0.09,0,21,0,0,0,40,36,62,36.7,Ligue-1,13,2020-2021
Matthis Abline,fr FRA,FW,Rennes,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,100.0,1,0,2,0,0,0,1,1,100.0,0,2,0.1,,,1,2,3,3.00,1,0,+1,+45.00,+44.71,0.2,0.0,+0.2,+9.80,+9.55,0,0,0,0,0,0,0,0,,Ligue-1,13,2020-2021
Pape Abou Cisse,sn SEN,DF,Saint-Étienne,24,1995,14,14,1260,14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.2,0.08,0.00,0.09,0.08,0.09,13,3,23.1,0.93,0.21,0.00,0.00,11.3,0,0.09,-1.2,-1.2,505,624,80.9,12189,4391,125,134,93.3,242,274,88.3,132,205,64.4,-0.1,3,30,2,0,31,598,26,0,67,43,1,0,0,0,0,424,51,149,191,387,30,2,0,0,15,5,3,7,0.50,4,0,0,1,0,0,0.00,0,0,0,0,0,0,22,11,16,6,0,9,52.9,8,45,42.1,73,29,5,0,11,54,142,2,856,141,16,6,83.3,5,0,456,0,2,1,472,461,97.7,0,90,36.8,90,,0,,1,1.64,21,18,+3,+0.21,+0.84,20.2,18.7,+1.5,+0.11,+0.18,0,11,0,0,0,127,57,15,79.2,Ligue-1,13,2020-2021
Yacine Adli,fr FRA,MF,Bordeaux,20,2000,35,25,2418,26.9,2,5,2,0,0,6,0,0.07,0.19,0.26,0.07,0.26,1.4,1.4,4.7,6.1,0.05,0.18,0.23,0.05,0.23,24,9,37.5,0.89,0.33,0.08,0.22,19.9,1,0.06,+0.6,+0.6,1346,1629,82.6,27385,6812,507,569,89.1,561,646,86.8,245,347,70.6,+0.3,53,148,24,4,142,1569,60,10,259,71,30,18,7,5,3,1262,158,209,135,1435,31,4,5,6,27,43,36,92,3.42,68,9,6,3,5,8,0.30,6,1,0,1,0,0,91,62,39,40,12,28,32.6,58,186,26.8,210,358,127,0,32,132,24,2,1942,55,21,83,66.3,59,2,1408,7,33,43,1559,1448,92.9,33,69,70.7,84,,10,32,0,1.17,28,47,-19,-0.71,-1.16,30.5,41.5,-11.0,-0.41,-0.06,0,48,0,0,0,216,30,25,54.5,Ligue-1,13,2020-2021
Nayef Aguerd,ma MAR,DF,Rennes,24,1996,35,35,3147,35.0,3,1,3,0,0,6,0,0.09,0.03,0.11,0.09,0.11,2.9,2.9,0.9,3.8,0.08,0.03,0.11,0.08,0.11,29,6,20.7,0.83,0.17,0.10,0.50,8.8,0,0.10,+0.1,+0.1,2430,2658,91.4,49991,18054,825,862,95.7,1173,1227,95.6,404,535,75.5,+0.1,4,137,0,0,136,2586,72,1,168,71,1,0,0,0,0,2258,146,254,2264,266,69,1,5,1,22,15,9,14,0.40,12,0,0,0,0,1,0.03,1,0,0,0,0,0,55,37,41,14,0,19,52.8,17,105,38.9,159,101,10,0,19,94,181,1,3019,301,37,11,72.7,9,0,2060,0,4,10,2299,2266,98.6,6,90,92.0,90,,0,,0,1.54,46,36,+10,+0.29,-0.37,43.9,37.6,+6.4,+0.18,-1.00,0,25,0,1,0,331,128,57,69.2,Ligue-1,13,2020-2021
Ruben Aguilar,fr FRA,"DF,FW",Monaco,27,1993,33,27,2225,24.7,1,3,1,0,0,6,0,0.04,0.12,0.16,0.04,0.16,1.2,1.2,4.6,5.8,0.05,0.19,0.23,0.05,0.23,8,3,37.5,0.32,0.12,0.13,0.33,9.6,0,0.15,-0.2,-0.2,1317,1599,82.4,22448,6842,627,682,91.9,532,636,83.6,121,214,56.5,-1.6,44,77,37,17,94,1374,225,2,133,51,100,22,8,10,2,1023,246,330,33,1304,54,171,5,5,16,24,31,72,2.91,56,9,2,4,0,8,0.32,6,0,1,0,1,0,84,48,39,29,16,33,56.9,25,147,35.6,149,168,96,0,36,121,54,1,1909,56,64,41,53.7,24,2,1157,5,30,27,1423,1200,84.3,125,67,65.1,79,,6,14,2,1.97,37,30,+7,+0.28,-1.75,36.7,23.4,+13.3,+0.54,-1.00,0,41,1,0,0,251,50,38,56.8,Ligue-1,13,2020-2021
